length_cm,AMERICAN PLAICE,COD(ATLANTIC),HERRING(ATLANTIC),ATLANTIC HALIBUT ,REDFISH UNSEPARATED,"TURBOT, GREENLAND HALIBUT",HADDOCK,SANDLANCES,SILVER HAKE,SPINY DOGFISH,WHITE HAKE,WITCH FLOUNDER,YELLOWTAIL FLOUNDER,YEAR
56,487595.0194,934264.3648,,,,,673540.7594,,,,346772.8879,18081.1778,,1977
57,110179.6948,874428.5813,,18990.36406,,,615211.0947,,102550.3602,,291217.0189,,,1977
58,73191.2248,1155627.912,,37420.6392,,,235677.3406,,,,146841.5671,,,1977
59,107511.533,933111.4479,,26192.16387,,,635965.7514,,,,129510.0292,,,1977
60,,805564.7289,,,,,502348.924,,,,331749.6785,,,1977
61,,1528179.241,,18162.16031,,,372789.2143,,,,74211.2506,,,1977
62,,658392.299,,71835.114,,,86235.4457,,,,60216.23762,,,1977
63,,528692.8738,,,,,209234.9619,,,,124553.956,,,1977
64,,1072734.896,,27094.98578,,,194845.0349,,,,178362.815,,,1977
65,,553060.3179,,,,,22418.66131,,,,173568.2115,,,1977
66,,428140.395,,,,,26773.14879,,,,108424.6174,,,1977
67,,910989.1393,,75127.32556,,,33469.84055,,64362.10705,,284554.0292,,,1977
68,,449376.1661,,,,,106262.579,,,,227723.29,,,1977
69,,430976.065,,,,,45889.49544,,,,227174.5883,,,1977
70,,398550.8344,,,,,,,,,140167.5825,,,1977
71,,254576.1016,,,,,,,,,129433.4695,,,1977
72,,359588.0797,,17117.41965,,,76724.5134,,,,7638.963316,,,1977
73,,,,10865.35371,,,,,,,150036.2513,,,1977
74,,132225.2722,,,,,,,,,98386.50117,,,1977
75,,186593.1382,,,,,,,,,,,,1977
76,,158781.2479,,,,,,,,,,,,1977
77,,128756.5862,,,,,,,,,,,,1977
78,,207498.9037,,,,,,,,,61890.68096,,,1977
79,,78768.31506,,8639.010474,,,67887.57802,,,,,,,1977
80,,129223.4674,,,,,,,,,48479.61437,,,1977
81,,49854.19473,,,,,,,,,,,,1977
83,,32087.70452,,,,,,,,,,,,1977
84,,78669.68711,,16728.81351,,,,,,,,,,1977
85,,94871.78095,,,,,,,,,48123.44831,,,1977
86,,28050.92083,,8583.460441,,,,,,,,,,1977
88,,78628.16168,,,,,,,,,,,,1977
89,,47170.61959,,,,,,,,,,,,1977
90,,59744.69436,,,,,,,,,,,,1977
91,,17230.11058,,,,,,,,,,,,1977
92,,59736.97468,,,,,,,,,,,,1977
98,,45017.47141,,,,,,,,,,,,1977
99,,16083.12617,,,,,,,,,,,,1977
104,,28027.05302,,,,,,,,,45306.92318,,,1977
108,,57146.63494,,,,,,,,,,,,1977
112,,,,,,,,,,,45254.95522,,,1977
117,,25898.56015,,,,,,,,,,,,1977
8,3484098.156,1513470.913,,,,,,,,,119540.0047,,,1978
9,6258373.865,4041796.658,,,,,,,8175916.183,,109607.2148,,,1978
10,2394797.717,1882733.179,,,454535.3812,,,,3739540.549,,1503186.643,,,1978
11,9701463.568,1027583.738,,,,,,,4505825.128,,,,,1978
12,11777962.6,,,,795000.3419,,,,,,254688.0278,343787.247,,1978
13,23910003.21,,,,2620644.412,,,,77910.05933,,156164.8534,,,1978
14,9989827.797,483331.4254,,,4876127.329,,114585.3193,,1032561.707,,143627.6748,,,1978
15,13753716.68,1996179.499,,,11113887.44,,429858.1313,,514784.9104,,330349.5003,,,1978
16,25098750.67,369370.1444,,,41207586.01,,3670298.275,,3804981.833,,60754.81813,355209.5235,,1978
17,15691562.21,6726458.011,,,60947394.62,,3477984.09,,4196648.905,,328455.9643,819581.2983,1826783.129,1978
18,37752260.47,4418160.299,,,49499128.51,,24618459.77,,2801961.278,,462593.1945,,1317954.254,1978
19,31600852.7,6040986.533,,,25280695.18,,11623374.73,,4709008.296,,191026.8443,,2013867.276,1978
20,42348125.02,4132688.79,,,16633185.46,,33398798.28,1383536.19,2555277.942,,774713.2369,75519.47615,678560.4168,1978
21,33952546.95,3156130.482,,,7611943.199,,11147260.15,,2652912.655,,122677.7756,158203.4996,1525415.394,1978
22,29994971.04,2108952.261,,,19152415.98,,12088784.15,,2990951.2,,37908.36296,910969.9665,1563512.297,1978
23,34570657.15,1418173.25,,,30229208.98,,5013361.704,,2175107.735,,35187.79302,56401.98097,2735281.511,1978
24,37716552.43,118936.7264,,,57345148.22,,7151692.995,,4133863.419,,32707.58758,,3738059.911,1978
25,38706035.18,289079.0236,,,103754020.3,,1016812.14,,4765751.679,,,,5517897.834,1978
26,46694622.35,1547809.529,,,189346673.7,,2696562.804,,5953087.301,,58851.6533,63349.82594,8410372.565,1978
27,40467321.03,1107904.693,,,205660520.1,,1247085.769,,6358145.423,,321449.8749,2659553.121,12100669.61,1978
28,34095344.21,2243642.293,,,211430427.2,,944066.8629,,5176298.586,,1288198.389,266605.6756,15543880.92,1978
29,32015149.05,1144860.853,,,176126983.7,,1249226.186,,5572036.838,,688560.6148,1012125.049,18777352.52,1978
30,33138585.96,922703.7661,,,133635585.2,,6794388.92,,4320526.399,,820276.5505,837192.7488,18835653.15,1978
31,23921358.19,4954743.947,,,83178004.93,,3608137.101,,6121054.44,,576762.3791,957659.4928,20503351.42,1978
32,17705110.53,2044593.329,,,50506162.75,,17616379.67,,5579086.158,,182251.6004,1355515.676,15738380.91,1978
33,19284411.1,1115520.835,,,44324488.45,,3594206.947,,4515707.03,,706651.6422,1017703.224,16677252.49,1978
34,17827197.34,10902917.04,,,22065970.46,,20974283.04,,4271242.212,,1176891.78,1231864.873,14764309.18,1978
35,10461086.75,1728548.142,,,14424136.43,,3145996.478,,2023890.283,,911579.871,762777.4425,12786551.99,1978
36,12216112.7,1836044.375,3522173,,9962407.406,,15306349.93,,2238275.165,,619802.706,1186430.858,9945844.708,1978
37,8205452.467,10784509.68,3522173,,7306896.91,,2734119.044,,1968411.859,,1497868.326,1097841.955,7855482.688,1978
38,7968010.817,1693003.708,21133038,,5621156.838,,12254048.8,,1731815.423,,354844.8105,1265046.563,4687600.626,1978
39,3772010.973,1673785.289,17610865,,2354404.975,,3218667.307,,974044.24,,586689.6713,1716807.475,3758182.847,1978
40,4971978.425,13461316.98,,,1741666.247,,18176452.29,,629905.1584,,1131869.014,698322.6169,1236460.336,1978
41,3396990.977,1704307.866,,,1408643.592,,3126750.397,,692347.8508,,433193.7932,784892.533,1441502.394,1978
42,4267957.313,2371640.64,,28775.00443,866434.5412,,12703063.38,,321436.9335,,178002.7857,979438.1196,645004.2198,1978
43,2279750.347,13149665.81,,,509670.2189,,3184997.138,,243333.6977,,1061831.334,679971.7261,327672.6854,1978
44,3021392.261,1646327.168,1447666.667,,184308.5932,,9646381.548,,66223.79205,,238640.1756,859088.041,53388.50331,1978
45,1813736.783,2259292.067,,,323040.3687,,1982878.383,,263807.2169,,167099.6073,589476.4345,143173.1014,1978
46,1845610.928,12048723.63,,,158806.3845,,6920772.674,,199592.0609,,578196.1967,607775.3068,221020.0462,1978
47,901382.3545,2052458.006,,20576.40509,,,1491134.453,,147850.9629,,587284.944,463977.8756,,1978
48,1257448.938,2261404.754,,,,43276.65337,5939480.732,,66079.5253,,449826.0392,119130.2984,,1978
49,1046213.627,10603718.18,,,,,1324486.972,,96516.35164,,824144.7284,132382.0277,47528.34519,1978
50,384318.8299,1266279.122,,29830.84551,,,2576507.476,,99192.27789,,217188.7226,128684.6862,,1978
51,128706.0655,1691966.194,,,,,1624072.614,,49163.45848,,138181.025,139558.5922,,1978
52,73615.02115,7545582.364,,,,,1160439.987,,202503.4019,,250178.6197,181861.7773,,1978
53,,1411617.93,,,,,477850.2633,,156070.7931,,212557.6945,115166.9995,,1978
54,114575.4699,1175288.113,,,,35441.10412,169247.353,,101787.9543,,128034.4291,,,1978
55,55032.7639,5657776.168,,17390.71664,,,321270.9738,,57232.10863,,329931.2179,77751.92255,,1978
56,,961769.3711,,,,,287177.6406,,68903.52297,,180049.2174,,,1978
57,,658623.3582,,16494.67653,,,194767.5478,,149651.2021,,129347.7836,,,1978
58,91259.25178,3513029.807,,,,33383.58986,75913.93688,,27317.24659,,570941.5181,,,1978
59,232553.8835,783041.0542,,38012.49131,,,246730.2833,,91752.61049,,364806.3507,,,1978
60,243502.3943,605274.4397,,,,,66807.47717,,,,124198.6423,,,1978
61,,3247245.817,,,,,235765.5341,,26429.41219,,724373.2748,,,1978
62,111000.8073,435449.3874,,,,,160381.4704,,,,90116.16066,,,1978
63,,845591.8081,,29513.28703,,57993.30768,121938.8482,,,,,,,1978
64,,1728903.997,,10665.04759,,,145759.662,,,,199568.1997,,,1978
65,,482128.3043,,,,,45037.23349,,15440.04371,,76580.46113,,,1978
66,,448831.7172,,,,,,,,,120231.7591,,,1978
67,,793713.0613,,,,,,,,,164825.3897,,,1978
68,,408388.9928,,,,,,,,,69275.14291,,,1978
69,,378808.9816,,15017.86641,,,77053.05072,,,,100065.2166,,,1978
70,,455899.9722,,34542.05616,,,72278.80456,,,,326885.2635,,,1978
71,,63910.95169,,40927.01073,,,,,,,9860.263037,,,1978
72,,347207.3482,,,,,,,,,90153.12974,,,1978
73,,370031.7283,,,,,26493.75506,,,,59752.82611,,,1978
74,,200999.7311,,,,,,,,,,,,1978
75,,252324.8213,,23356.27354,,,,,,,69670.70177,,,1978
76,,140133.9251,,20060.60379,,,,,,,52183.95157,,,1978
77,,81235.84865,,,,,,,,,,,,1978
78,,25428.39769,,,,31872.95432,,,,,20160.42974,,,1978
79,,267530.4395,,,,,,,,,,,,1978
80,,81143.97733,,,,,,,,17546.65019,,,,1978
81,,53480.86596,,,,,,,,104631.166,9595.662874,,,1978
82,,157292.614,,,,,,,,26297.67481,19160.60347,,,1978
83,,49457.52893,,,,,,,,,41909.49495,,,1978
84,,67948.42138,,,,,,,,,,,,1978
85,,76148.86533,,62129.42516,,,,,,8717.284314,,,,1978
86,,122111.7687,,14958.2221,,,,,,,,,,1978
87,,49427.47549,,,,,,,,,,,,1978
88,,25373.64286,,35362.7398,,,,,,,,,,1978
90,,,,18551.05742,,,,,,,,,,1978
91,,25367.54261,,,,,,,,,,,,1978
92,,50732.03795,,20090.90229,,,,,,,,,,1978
93,,67888.60806,,,,,,,,,69453.1889,,,1978
94,,67672.47833,,20079.553,,,,,,,,,,1978
95,,,,,,,,,,,41485.07314,,,1978
96,,25361.68152,,,,,,,,,,,,1978
98,,38264.85069,,,,,,,,,,,,1978
101,,21811.49182,,,,,,,,21931.32711,,,,1978
102,,,,,,,,,,32938.56434,,,,1978
106,,,,,,,,,,,18878.02504,,,1978
115,,48794.83756,,,,,,,,,,,,1978
119,,48794.51165,,,,,,,,,,,,1978
122,,,,33185.81429,,,,,,,,,,1978
136,,48794.12064,,,,,,,,,,,,1978
142,,24031.86223,,,,,,,,,,,,1978
4,,21972317.09,,,,,,,,,,,,1979
5,,,,,,,1384910.975,,,,,,,1979
6,22962391.9,6651265.584,,,,,8144363.26,,,,,,,1979
7,,9044269.21,,,93801.28784,,4542763.843,,,,,,,1979
8,626814.4412,3833494.198,,,263643.1035,,15886847.47,,,,,,,1979
9,10690121.46,5532308.206,,,,,3206728.887,,,,,,,1979
10,18275380.38,25010450.39,,,491898.72,,1053380.106,,710987.9228,,,,,1979
11,4662621.745,3238222.594,,,441994.0079,,,,1957850.297,,,566748.8452,,1979
12,5925159.667,2398794.983,,,499617.3553,,,,7847035.776,,,509701.9618,1050613.568,1979
13,13063468.33,3889873.151,,,162754.4247,,,,4590390.313,,,,1890761.143,1979
14,17428377.99,619401.6935,,,508231.9249,,,,3208538.357,,,,2553610.457,1979
15,38015855.17,668590.5662,,,306531.76,,,,,,,,,1979
16,23991172.72,845781.4132,,,2294589.616,,,,5868817.033,,,1122011.035,2921856.672,1979
17,21890305.73,1714425.67,,,3529209.331,,,,5761808.916,,479516.3626,867946.5379,6557069.869,1979
18,32229774.94,3046909.495,,,8759357.398,,,,7303496.128,,442532.3182,,6565374.861,1979
19,39385667.47,3324878.74,,,10861368.84,,278997.5286,,5744033.838,,,,10113362.45,1979
20,60035127.56,1960988.651,,,15095603.5,,,,4230455.897,,,,10135198.87,1979
21,44349359.14,1097199.257,,,20001183.47,,375612.7396,,4376767.001,,,511858.1633,11205726.69,1979
22,40020713.14,2931271.705,,,24717887.46,,,,2036484.224,,,69841.82975,12974482.13,1979
23,29792232.83,1049640.524,,,23014527.77,,223464.4712,,7141066.937,,,,15709547.47,1979
24,59045842.1,2133247.336,,,18433404.51,,975415.0532,2419456.747,6949926.972,,,152025.2439,17555617.1,1979
25,36948942.67,3159453.098,,,10829533.77,,777830.6542,,7979607.361,,,,19692660.16,1979
26,54168376.72,1950194.055,,,8658522.148,,2463420.841,,23397007.6,,375614.0785,109679.0632,15960544.35,1979
27,58541371.35,1393393.334,,,8207220.686,,1657476.816,,47167296.98,,,167201.1923,23673317.26,1979
28,51973828.4,4821848.399,,,7010938.107,,8972318.644,,64062953.95,,,249500.3231,22066461.14,1979
29,54020335.71,1702183.988,,,5302539.571,,2982240.377,,42808127.88,,361739.4627,150804.1479,23868493.53,1979
30,49310537.91,2313555.731,,,4882728.414,,13688252.58,,41108738.7,,138722.1097,305478.4636,32383261.13,1979
31,43171284.97,12074664.22,,,3657250.258,,2443866.389,,37587400.48,,264518.6449,767028.6798,28830185.65,1979
32,44765964.26,1548634.264,,,4114915.449,,16418682.73,,25989504.43,,346405.9685,466304.9464,26427403.57,1979
33,34652910.07,1614564.862,,,4639404.089,,1744477.118,,14138741.47,,366843.0856,495125.8769,22792456.05,1979
34,22718530.71,12777209.18,,,8678766.715,,13625389.15,,4822111.817,,450492.8644,659545.5019,21080893.01,1979
35,24084917.62,1537275.723,,,6231442.136,,818484.0107,,3795762.243,,393980.9741,155511.2134,15487199.82,1979
36,17142505.83,1465739.012,,,9939744.491,,6771015.856,,3699921.601,,427445.5432,344835.5079,7568898.13,1979
37,10845766.29,7369710.629,,,7494549.508,,981661.1381,,2346326.821,,447042.366,393597.3071,6630931.319,1979
38,4904305.43,1675433.353,,,6727916.912,,9275816.194,,1959752.077,,456703.3846,821608.7259,4014980.468,1979
39,10824988.1,1552002.321,,,6799449.745,60035.20003,764376.207,,863447.3229,,290829.9072,760387.1224,2920022.422,1979
40,9904731.092,4281111.471,,,5111135.899,216679.6529,14057066.45,,372003.1533,,519699.0212,653119.3134,1113220.469,1979
41,4992592.961,1131495.386,,,2397201.806,,1286057.061,,431996.6065,,171881.3073,291503.1397,846040.71,1979
42,5737054.355,1750500.161,,,2820609.427,80459.90937,13961709.86,,112856.2101,,176077.2302,530659.5256,728960.7974,1979
43,4135587.794,4374101.088,,,558711.1983,,1318234.863,,280853.8696,,176513.6144,627247.6367,65779.39271,1979
44,1932335.515,1314970.518,,,803214.5677,,12418134.5,,247583.5268,,261408.1412,265384.3603,99468.02884,1979
45,2121158.522,1397536.664,,,482382.2789,183972.655,1238964.241,,764550.9945,,337859.9924,553712.077,,1979
46,3189762.603,5956387.541,,,209682.4844,,9898016.288,,73960.53615,,213362.5424,108745.6938,,1979
47,1836134.66,1668049.435,,,,,1319019.284,,133394.542,,162680.0565,198943.2504,,1979
48,1956597.39,1383427.401,,,363144.2369,,6751223.028,,146161.3946,,138455.5078,322499.1062,,1979
49,1621676.502,6796420.738,,,130533.6937,144409.3994,1034454.518,,158468.56,,186012.1596,,,1979
50,1333798.885,1622110.867,,,,,4128192.973,,151176.5255,,22886.94006,53619.35805,123599.118,1979
51,1438521.705,1314151.489,,79055.62729,,,935478.2148,,136704.3376,,,184949.9114,,1979
52,1204327.402,5867262.816,,18657.74221,,73735.1501,1871470.549,,130669.8173,,150028.9985,23963.07024,,1979
53,706020.585,1257288.908,,,,56484.52881,746558.4891,,80811.49654,,52832.70394,76205.69859,,1979
54,672874.7174,1173795.88,,168680.0568,,,1573319.814,,190745.7049,,91548.28455,,,1979
55,379904.9322,2829951.069,,,,69676.383,326532.7785,,78064.5263,,99994.21776,,,1979
56,232934.434,868861.5834,,28463.00971,,,410421.1437,,148209.0218,,69078.65189,9269.680264,,1979
57,282774.9951,576788.3922,,,,,174168.914,,18565.4583,,,,,1979
58,149574.9753,2242663.706,,87044.4123,,,158831.7942,,,,12010.50454,63797.95789,,1979
59,165711.0867,636282.8175,,50477.28086,,,101726.0343,,,,66247.21926,,,1979
60,37859.52316,874283.6849,,48743.55473,,,305595.8824,,,,98613.03713,,,1979
61,72686.57788,1354612.862,,55954.47585,,,115991.3496,,,,136682.2454,,,1979
62,227114.8536,583953.5934,,37355.44452,,,157693.917,,,,84242.33082,,,1979
63,137327.5794,582085.7149,,12082.49446,,,95823.14525,,,,112424.1485,,,1979
64,,879930.0673,,62339.29841,,,132694.6499,,23041.90458,,77270.34653,,,1979
65,70560.41193,699330.8022,,,,,,,,,69742.01648,,,1979
66,84156.04746,242834.5817,,147811.819,,,109372.4433,,,,119757.8673,,,1979
67,,765587.1008,,5950.507486,,,44685.56195,,69180.94506,,14250.44849,,,1979
68,,247752.1763,,11740.67016,,,44216.79095,,,,81349.04941,,,1979
69,,443661.3361,,11692.26673,,,43778.00383,,,,112553.1199,,,1979
70,,865781.2879,,11648.94863,,,,,,,,,,1979
71,,252705.8008,,,,,46994.70566,,,,62957.35811,,,1979
72,,441309.7474,,32516.07415,,,,,,,28702.20486,,,1979
73,,293718.8084,,11544.43831,,,,,,,41879.48815,,,1979
74,,128915.3129,,17030.41478,,,,,,,69228.75605,,,1979
75,,371764.8426,,40719.66332,,,,,,,5042.416662,,,1979
76,,119288.8302,,,,,,,,,56231.53553,,,1979
77,,159931.2398,,48659.69105,,,,,,,18696.69693,,,1979
78,,100787.0996,,59396.48105,,,,,,,6104.22177,,,1979
79,,88746.24988,,,,,,,,,,,,1979
80,,234505.0613,,,,,,,,,31370.35894,,,1979
81,,142719.3535,,,,,,,,,18546.23917,,,1979
82,,117838.6015,,64186.5465,,,,,,,,,,1979
83,,79500.55526,,,,,,,,,,,,1979
84,,144479.8586,,,,,,,,,,,,1979
85,,62784.12355,,21343.64021,,,,,,,,,,1979
86,,61031.49635,,,,,,,,,6028.332092,,,1979
87,,124722.7516,,,,,,,,,129841.1976,,,1979
88,,107533.2298,,,,,,,,,,,,1979
89,,213321.2449,,5713.379721,,,,,,,,,,1979
90,,40259.16413,,,,,,,,,,,,1979
91,,118134.7089,,21279.80612,,,,,,,,,,1979
92,,213530.2852,,,,,,,,,,,,1979
93,,4350.045314,,61593.73328,,,,,,,,,,1979
94,,51026.38278,,,,,,,,,,,,1979
95,,30739.40862,,5702.394487,,,,,,,,,,1979
96,,84335.30686,,21251.07865,,,,,,,5986.544017,,,1979
97,,102335.7061,,,,,,,,,,,,1979
98,,24035.94637,,,,,,,,,5981.90641,,,1979
99,,4349.189749,,,,,,,,,,,,1979
100,,51017.66636,,,,,,,,,61105.65789,,,1979
102,,4348.967919,,,,,,,,,,,,1979
107,,106375.867,,,,,,,,,,,,1979
111,,4348.665049,,,,,,,,,,,,1979
114,,4348.624199,,,,,,,,,,,,1979
4,,1313104.402,,,,,1230544.006,951167.2973,,,,,,1980
5,,,,,,,,3804669.189,,,,,,1980
6,1895626.751,,,,,,19752346.35,6658171.081,,,,,,1980
7,11146435,,,,,,2342844.224,2853501.892,,,,,,1980
8,1098715.294,,,,,,6039223.339,,,,,364833.9527,,1980
9,4259198.89,3150162.582,,,,,3110482.334,,1063383.979,,,,,1980
10,4052154.19,,,,,,1722325.215,,470725.7099,,,,,1980
11,13643359.63,,,,66197.06819,,692452.5349,,432079.7589,,,264644.7349,,1980
12,13476413.18,1173155.909,,,,,217703.7665,,999482.5696,,,,,1980
13,7984357.325,,,,151118.5365,,,,2404713.944,,,,,1980
14,15787369.94,,,,628248.1936,,328919.0745,,5564621.976,,,,,1980
15,12990569.39,301980.8734,,,1088526.674,,,,4787801.524,,,,208402.4324,1980
16,11100098.03,824075.0722,,,780674.1929,,,,6213157.634,,,,,1980
17,19419847.86,1375060.753,,,3379126.807,,482435.846,,7791928.503,,,302726.6277,169562.422,1980
18,60128095.87,1569367.949,,,1857113.934,,2633969.858,,4916151.674,,255452.4127,,2597568.688,1980
19,54318376.79,808305.2773,,,16731819.64,,4530106.253,,3578663.879,,,247189.0448,3859225.372,1980
20,62972026.94,674769.1903,,,19803683.5,,9986521.11,,1893713.885,,,104565.4285,3078327.931,1980
21,48694599.6,1950265.49,,,26581181.77,,6227239.422,,2902566.126,,,202708.1413,4723659.283,1980
22,46083277.47,1064897.373,,,44367582.53,,7830203.672,,2491109.091,,884332.4479,46432.81051,2427563.803,1980
23,37133190.23,2514807.139,,,34832085.53,,3153042.878,,2718318.812,,136671.8792,608538.3439,4177523.964,1980
24,40306391.52,1989626.62,,,39171541.49,,2447849.493,,4954362.565,,219521.9429,109371.6894,4241534.973,1980
25,26685848.81,3704687.596,,,33565604.53,,1067726.297,,7735962.054,,236512.8026,1708120.048,4942235.257,1980
26,30462770.5,2773241.138,,,33974951.63,,95143.62392,,5901829.826,,,530321.0492,9641400.494,1980
27,31151185.49,1657038.653,,,18661051.51,,144013.8981,,3791985.81,,,940016.3996,15521740.67,1980
28,27290697.12,2176236.515,,61246.20919,14582102.9,,339598.4531,,5550494.967,,,1616885.95,16355282.96,1980
29,33286998.88,1027591.588,,221460.6367,12418383.44,,139961.585,,10488891.43,,,1145350.515,16682846.41,1980
30,44073196.28,953614.9805,,,5747287.644,,122616.6496,,10502995.78,,84700.80925,1015215.739,18132998.38,1980
31,45136523.82,4705676.4,1849152.889,188128.011,5096410.97,,,,12058802.9,,763680.803,773041.0881,21724535.39,1980
32,19270136.17,1664593.804,,348079.2674,3429598.892,,434809.1559,,8232174.04,,144317.5966,652562.0232,21153402.19,1980
33,37869094.37,1683651.713,,41005.41358,1258802.129,,202819.1077,,6670500.977,,105110.035,1817166.232,15464815.03,1980
34,31020298.25,6401349.547,,,1259502.805,,3460022.237,,6146329.153,,705781.3874,1274337.26,13586845.03,1980
35,29437680.48,1944913.641,,,1649773.815,,892150.1836,,2276674.246,,74698.11829,1177833.523,11776100.86,1980
36,36605218.23,2303306.189,,34059.68383,2306013.985,,7980398.493,,917467.467,,318197.4277,1578413.241,8618782.723,1980
37,16316065.1,9510142.427,,,1578423.618,,1822644.541,,1392667.455,,478793.2771,1516169.696,5953051.06,1980
38,13250948.28,2502731.275,,,2151669.432,,18922810.08,,489549.7506,,313132.4714,838223.314,4193744.029,1980
39,10201326.96,1786383.633,,,1906961.065,,2338895.703,,381502.8707,,372250.3188,1280764.97,2759707.551,1980
40,13034504.36,6837069.727,,,1365952.386,,21708226.78,,438666.9785,,1484370.083,1179110.538,1658788.464,1980
41,8341707.358,1919803.774,,,1014697.885,,1740328.742,,284204.9744,,267126.7965,1296965.233,1377255.46,1980
42,7698898.324,1380471.527,,,683082.615,,17389532.35,,397221.6922,,100559.1873,804591.6765,345106.0658,1980
43,3377597.647,5346013.249,,,594582.5843,,1242774.648,,823890.8917,,1722774.35,807242.6115,299904.6233,1980
44,3398610.978,1237301.656,,,323598.1728,,19709175.95,,210711.9412,,101448.4789,282940.3557,232527.0144,1980
45,4901574.459,1672004.325,,,167057.7279,,2184787.367,,76252.30028,,253221.0249,265751.7341,67111.72465,1980
46,3733334.889,5171185.283,,,221291.957,,16071690.16,,202959.5465,,1462913.484,576608.1066,,1980
47,1766861.445,1650194.306,,,70509.31266,47456.65373,1706926.717,,345846.1574,,507307.9873,300307.3664,70532.25154,1980
48,4429656.33,1126699.858,,,49866.44493,,15206289.47,,240681.0069,,152949.6159,494796.0677,,1980
49,1964886.784,6170746.675,,,72486.27406,,1257561.152,,235567.8793,,947576.1596,528590.8856,,1980
50,1921319.514,1390301.19,,,,,11575039.53,,282023.8011,,101927.79,179894.7332,,1980
51,1350301.86,2044863.13,,10615.94659,,,738086.0243,,,,43169.79081,55674.74214,,1980
52,979739.3365,6553953.507,,,,,4704994.734,,135174.8809,,528764.114,,,1980
53,451847.067,1814297.459,,,,,816161.1536,,132637.1914,,135285.2801,,,1980
54,615615.6459,1951021.794,,,,,2832637.038,,130323.7088,,118235.1502,,,1980
55,483340.6338,4493960.316,,21465.35892,,,1214065.256,,,,190811.6725,52199.39387,,1980
56,363992.0249,1600383.946,,62392.0787,,,894442.301,,44118.65631,,160932.9294,,,1980
57,596844.2814,1583131.369,,80454.45661,,,363259.794,,,,122858.0659,33019.27695,,1980
58,274417.5601,3662639.029,,,,,577265.1846,,122941.0079,,323765.6064,,,1980
59,,852116.0856,,,,37646.65195,394537.775,,,,73480.79774,,,1980
60,314884.48,1055771.962,,15440.93642,,,393417.5057,,37599.08102,,52618.01171,100218.2623,,1980
61,315666.2922,4303978.529,,174718.6512,,,251501.86,,,8492.813276,154100.5703,,,1980
62,,892621.4317,,26986.21915,,,243443.7937,,74451.66838,,60900.54476,,,1980
63,190774.3577,607996.3668,,,,,244862.8094,,,,,,,1980
64,364372.152,2324156.994,,,,,215132.5443,,,,96462.5154,,,1980
65,44655.29201,1525896.513,,58986.23162,,,57537.6295,,,,35150.23194,,,1980
66,,430852.1319,,40781.27902,,,91423.65229,,,,66325.00988,,,1980
67,,2185717.818,,110452.277,,34940.25665,32570.90811,,,,9727.932846,,,1980
68,134166.3632,436090.7017,,14450.05559,,,62816.33594,,,,41670.25583,,,1980
69,,320075.705,,14560.09155,,,66020.52442,,,,25132.60349,,,1980
70,,626684.5009,,,,,,,,6601.837405,9579.136627,,,1980
71,,880053.1718,,,,,,,,,91322.0552,,,1980
72,,366869.3763,,13041.84354,,,,,,,8808.192394,,,1980
73,,181004.5638,,,,,,,,,99153.10094,,,1980
74,,304984.9124,,12975.55412,,,,,,,9435.253562,,,1980
75,,496930.7622,,,,,,,,,,,,1980
76,,381490.7131,,,,,,,,,86172.79082,,,1980
77,,149941.8551,,83081.33187,,,,,,,18714.76137,,,1980
78,,183061.306,,,,,,,,,,,,1980
79,,247345.6637,,,,,,,,,,,,1980
80,,344951.185,,39220.80827,,,,,,,89415.21628,,,1980
81,,116453.7205,,,,,,,,,61412.24239,,,1980
82,,24070.91538,,,,,,,,,15719.05815,,,1980
83,,64611.61758,,13976.79381,,,,,,,9253.673651,,,1980
84,,139507.295,,,,,,,,,,,,1980
85,,146646.9012,,,,,,,,,61068.11065,,,1980
86,,99062.45944,,,,,,,,,,,,1980
87,,35526.84933,,,,,,,,,,,,1980
88,,,,,,,,,,,35500.99554,,,1980
89,,102133.1733,,,,,,,,,,,,1980
90,,154778.1415,,,,,,,,,,,,1980
91,,70061.34756,,7339.991097,,,,,,,,,,1980
92,,116282.3073,,,,,,,,,,,,1980
93,,130972.0983,,,,,,,,,,,,1980
94,,34541.34576,,,,,,,,78187.43907,,,,1980
95,,116266.3974,,32849.60089,,,,,,33479.18183,,,,1980
96,,57940.08377,,,,,,,,37359.17014,33464.30661,,,1980
97,,72109.69819,,,,,,,,39041.48675,,,,1980
98,,,,,,,,,,39027.05763,,,,1980
99,,13762.31257,,,,,,,,,,,,1980
101,,104993.0642,,,,,,,,,,,,1980
102,,,,13882.62614,,,,,,,,,,1980
106,,24033.17859,,,,,,,,,,,,1980
107,,6906.845835,,,,,,,,,,,,1980
108,,24032.85309,,,,,,,,,,,,1980
109,,92207.65655,,,,,,,,,,,,1980
111,,24032.50847,,,,,,,,,,,,1980
117,,,,32179.39682,,,,,,,,,,1980
4,,891035.1298,,,,,,,,,,,,1981
5,,,,,,,356687.2519,,,,,,,1981
6,,,,,,,104603683.2,,,,,,,1981
7,,586830.1685,,,905538.5587,,6515818.117,,,,,,,1981
8,1794075.941,1021699.851,,,115234.3657,,308307423.2,645434.9518,,,,,,1981
9,6568890.907,1574551.582,,,19563112.66,,6091062.637,,886153.3157,,,,,1981
10,4357254.252,,,,14020003.95,,63116729.78,,789157.8078,,,,,1981
