length_cm,AMERICAN PLAICE,COD(ATLANTIC),HERRING(ATLANTIC),ATLANTIC HALIBUT ,REDFISH UNSEPARATED,"TURBOT, GREENLAND HALIBUT",HADDOCK,SANDLANCES,SILVER HAKE,SPINY DOGFISH,WHITE HAKE,WITCH FLOUNDER,YELLOWTAIL FLOUNDER,YEAR
41,2849901.503,705973.1024,,,3039342.755,,940232.3071,,222480.6637,,91846.36842,127382.3978,455792.023,1979
42,3566785.231,1178712.48,,,3880758.129,53027.63619,10993928.83,,62520.63331,,101703.485,252923.44,423633.5461,1979
43,2794710.918,3172968.506,,,832576.5998,,1116060.769,,167077.769,,110005.5987,325410.6612,41163.5004,1979
44,1416645.897,1025842.926,,,1294001.192,,11285177.28,,157902.5028,,175469.1835,149568.8634,66911.90412,1979
45,1683976.086,1170593.391,,,838686.4289,152536.682,1206636.75,,521943.3609,,243859.1228,338387.6736,,1979
46,2737442.633,5348415.232,,,392778.7192,,10315038.45,,53965.6145,,165328.6408,71934.02557,,1979
47,1700542.979,1603248.722,,,,,1468744.759,,103880.4291,,135122.8817,142201.3104,,1979
48,1952469.033,1421268.154,,,785887.3363,,8021292.543,,121314.1803,,123093.294,248683.2182,,1979
49,1740918.451,7452999.385,,,302955.1972,158954.9096,1309661.975,,140002.0477,,176760.8837,,,1979
50,1538136.894,1896226.247,,,,,5562069.296,,141984.2787,,23215.01333,47897.87864,124285.6296,1979
51,1779491.018,1635551.136,,114937.9757,,,1339687.224,,136325.3909,,,177433.3267,,1979
52,1595904.543,7764883.574,,28815.73537,,98906.07986,2845323.174,,138198.2879,,172729.8922,24655.1819,,1979
53,1000906.327,1767286.523,,,,80724.16543,1203639.531,,90541.3736,,64686.28109,83976.75535,,1979
54,1019239.056,1750441.914,,292976.8192,,,2686935.571,,226155.4512,,119063.1029,,,1979
55,614122.0791,4472455.336,,,,112638.3336,590086.6356,,97843.81554,,137987.0812,,,1979
56,401367.8548,1453701.871,,55359.77573,,,784016.3714,,196176.463,,101036.9442,12456.37984,,1979
57,518785.9481,1020612.122,,,,,351354.7061,,25926.93514,,,,,1979
58,291857.4031,4192806.819,,188831.163,,,338049.6232,,,,19675.09274,97284.4504,,1979
59,343534.5144,1255679.704,,115485.8061,,,228215.5596,,,,114683.2236,,,1979
60,83302.65276,1819593.008,,117506.3921,,,722015.2443,,,,180235.4795,,,1979
61,169580.2444,2970630,,142008.8287,,,288362.3265,,,,263513.0352,,,1979
62,561293.8475,1348198.616,,99725.77848,,,412175.6356,,,,171169.9118,,,1979
63,359191.3096,1413667.152,,33902.48721,,,263114.1272,,,,240546.3575,,,1979
64,,2246191.798,,183703.6506,,,382469.1457,,45695.30876,,173956.5273,,,1979
65,206169.5191,1874926.713,,,,,,,,,165070.1655,,,1979
66,259563.8232,683266.1177,,479343.7885,,,346592.6693,,,,297777.8163,,,1979
67,,2259103.892,,20221.47311,,,148319.2092,,157606.7748,,37197.09213,,,1979
68,,766152.4614,,41780.29027,,,153616.5652,,,,222747.3894,,,1979
69,,1436839.478,,43541.64083,,,159088.239,,,,323068.04,,,1979
70,,2934507.223,,45366.62369,,,,,,,,,,1979
71,,895843.357,,,,,186491.2669,,,,198180.1029,,,1979
72,,1635225.574,,138234.1787,,,,,,,94524.84152,,,1979
73,,1136889.14,,51230.57145,,,,,,,144204.4349,,,1979
74,,520937.0131,,78843.7149,,,,,,,249084.7316,,,1979
75,,1567445.449,,196555.2736,,,,,,,18946.39012,,,1979
76,,524472.8578,,,,,,,,,220518.7302,,,1979
77,,732854.4975,,254925.1742,,,,,,,76483.07984,,,1979
78,,481081.7171,,323922.1155,,,,,,,26033.29479,,,1979
79,,441029.3655,,,,,,,,,,,,1979
80,,1212699.318,,,,,,,,,145187.4749,,,1979
81,,767630.9763,,,,,,,,,89348.93552,,,1979
82,,658895.3969,,408981.3471,,,,,,,,,,1979
83,,461906.3872,,,,,,,,,,,,1979
84,,871859.6141,,,,,,,,,,,,1979
85,,393323.4071,,152083.9154,,,,,,,,,,1979
86,,396756.9015,,,,,,,,,35240.65757,,,1979
87,,841009.4593,,,,,,,,,787906.3311,,,1979
88,,751797.8316,,,,,,,,,,,,1979
89,,1545675.164,,46972.97315,,,,,,,,,,1979
90,,302204.6467,,,,,,,,,,,,1979
91,,918325.2439,,187479.1544,,,,,,,,,,1979
92,,1718284.913,,,,,,,,,,,,1979
93,,36222.95043,,580629.7978,,,,,,,,,,1979
94,,439521.6717,,,,,,,,,,,,1979
95,,273792.142,,57434.44415,,,,,,,,,,1979
96,,776466.2931,,221129.2131,,,,,,,49924.13977,,,1979
97,,973596.4395,,,,,,,,,,,,1979
98,,236213.9715,,,,,,,,,53320.55934,,,1979
99,,44136.9385,,,,,,,,,,,,1979
100,,534470.4952,,,,,,,,,581397.1292,,,1979
102,,48506.33097,,,,,,,,,,,,1979
107,,1380416.526,,,,,,,,,,,,1979
111,,63379.84393,,,,,,,,,,,,1979
114,,68958.78724,,,,,,,,,,,,1979
4,,784.4694407,,,,,610.0049019,220.4378577,,,,,,1980
5,,,,,,,,1610.139554,,,,,,1980
6,1925.350875,,,,,,34715.99061,4608.682581,,,,,,1980
7,18895.37561,,,,,,6662.403065,2994.05549,,,,,,1980
8,2902.755661,,,,,,26055.07713,,,,,562.7924658,,1980
9,16643.00587,21359.7825,,,,,19382.6567,,4973.406912,,,,,1980
10,22471.9515,,,,,,14911.94338,,3045.706173,,,,,1980
11,103853.9445,,,,1141.757291,,8072.679911,,3749.681697,,,1233.643583,,1980
12,136976.6109,18831.38291,,,,,3330.05886,,11340.01365,,,,,1980
13,105882.8594,,,,4440.376701,,,,34912.95716,,,,,1980
14,267820.8406,,,,23381.45823,,8140.510611,,101508.866,,,,,1980
15,277159.5206,9458.157974,,,50481.62921,,,,108020.5351,,,,5131.443016,1980
16,293472.3342,31315.25002,,,44478.36893,,,,171011.4528,,,,,1980
17,628024.4773,62658.66672,,,233586.414,,21888.32823,,258502.189,,,6398.799438,6156.108723,1980
18,2351236.623,84868.16325,,,154044.0966,,142847.1113,,194497.3672,,9332.802601,,112604.7552,1980
19,2542100.735,51396.63482,,,1649042.537,,290847.9908,,167241.0977,,,7688.137403,197850.8404,1980
20,3494761.478,50031.66958,,,2298661.344,,752503.2978,,103647.5452,,,3886.311484,185038.9809,1980
21,3178060.569,167362.2468,,,3604764.026,,546427.8742,,184629.2618,,,8924.89607,330342.8231,1980
22,3510427.995,105049.0568,,,6979073.04,,794467.0299,,182872.2467,,61352.28572,2402.789542,196126.4744,1980
23,3278910.134,283412.508,,,6313590.113,,367531.34,,228836.387,,10929.2272,36746.69425,387415.5885,1980
24,4099784.782,254714.8301,,,8132272.124,,325871.0467,,475500.2076,,20112.08953,7656.339565,448873.907,1980
25,3108711.388,535971.8581,,,7937312.422,,161458.8802,,841958.7626,,24688.30168,137784.3897,593644.8275,1980
26,4042687.169,451234.7891,,,9104536.949,,16261.17107,,724827.1784,,,49019.7276,1307940.109,1980
27,4686409.703,301888.2471,,,5640334.145,,27691.07157,,523124.7384,,,99057.01328,2367216.644,1980
28,4633020.838,442112.1793,,13175.38769,4949455.713,,73148.15684,,856494.5337,,,193319.9857,2792260.879,1980
29,6349891.255,231899.2264,,53204.32455,4714148.128,,33637.10385,,1803305.363,,,154688.6585,3175767.927,1980
30,9410034.224,238208.0085,,,2430827.605,,32758.07122,,2004508.718,,15833.25698,154243.4571,3834651.14,1980
31,10746458.91,1296771.842,444589.3887,55752.46267,2393144.979,,,,2546048.703,,158527.2546,131614.1831,5086118.381,1980
32,5098473.622,504491.1439,,113995.0335,1782047.597,,142088.8983,,1916690.28,,33157.03809,124051.9093,5465037.585,1980
33,11098094.48,559538.7913,,14794.85255,721525.4544,,72960.26158,,1707511.381,,26644.58451,384400.8536,4395600.262,1980
34,10039030.13,2326413.836,,,794034.1268,,1366240.044,,1724883.045,,196819.5508,299017.4765,4236574.054,1980
35,10490174.84,770952.0242,,,1140805.684,,385641.2368,,698595.221,,22852.82139,305642.273,4017486.027,1980
36,14324416.11,993408.4859,,16160.15781,1744477.561,,3766693.968,,307046.1808,,106518.6136,451685.2469,3208892.239,1980
37,6993429.072,4452543.368,,,1303089.154,,937090.5475,,507126.2331,,174946.0853,477182.5388,2413043.32,1980
38,6205945.718,1269198.814,,,1934020.947,,10573491.17,,193527.8653,,124594.0924,289411.6229,1846541.989,1980
39,5208398.351,979226.6281,,,1862100.222,,1417286.597,,163378.7985,,160937.0711,483949.8876,1317099.815,1980
40,7239014.228,4043113.44,,,1445977.437,,14236185.23,,203097.311,,695828.2845,486483.7303,856364.9063,1980
41,5028923.06,1222437.993,,,1162148.309,,1232751.313,,141982.8312,,135502.8708,583018.1811,767630.5,1980
42,5028344.174,944816.3103,,,844836.6132,,13280067.47,,213735.1453,,55093.20756,393252.803,207280.4842,1980
43,2385406.246,3926107.393,,,792685.6817,,1021419.692,,476642.6279,,1017566.832,428141.8679,193772.9086,1980
44,2590795.938,973455.6327,,,464231.8978,,17403892.16,,130848.5079,,64489.27524,162536.1514,161346.1081,1980
45,4026234.33,1407065.232,,,257466.0717,,2069439.567,,50745.53189,,172954.5724,165053.0066,49930.11068,1980
46,3298976.649,4647940.868,,,365813.2857,,16304262.15,,144530.2481,,1071903.529,386523.0404,,1980
47,1676955.187,1581919.116,,,124832.0351,45656.22224,1851866.5,,263150.5134,,398159.848,216917.7235,60054.0115,1980
48,4508916.724,1150395.184,,,94416.21525,,17618113.95,,195402.141,,128396.8638,384509.2757,,1980
49,2141886.372,6701953.087,,,146572.1016,,1553882.271,,203792.8828,,849645.7542,441262.5426,,1980
50,2239824.638,1604188.715,,,,,15233495.79,,259649.1019,,97489.07246,161088.4456,,1980
51,1681215.721,2503647.694,,15075.19326,,,1033308.012,,,,43987.32621,53403.45177,,1980
52,1301146.877,8505002.868,,,,,6998522.58,,140432.7353,,573271.2638,,,1980
53,639288.129,2492645.533,,,,,1288386.336,,146123.8946,,155878.4034,,,1980
54,926809.2608,2834861.552,,,,,4740251.481,,152085.0617,,144618.893,,,1980
55,773418.5323,6898750.619,,38659.24091,,,2151432.683,,,,247485.8309,65080.76953,,1980
56,618381.564,2593025.208,,118925.2446,,,1676737.631,,57589.02584,,221104.9189,,,1980
57,1075397.045,2704742.552,,162139.2624,,,719655.7564,,,,178616.9232,46603.94873,,1980
58,523864.0378,6592179.815,,,,,1207425.119,,178797.3287,,497608.5538,,,1980
59,,1614257.636,,,,76284.68302,870457.8585,,,,119276.9552,,,1980
60,672795.3051,2103340.5,,36569.94801,,,914739.9683,,60701.10003,,90124.71485,169028.3656,,1980
61,712548.0571,9009765.815,,435896.9403,,,615734.3262,,,10034.973,278262.6524,,,1980
62,,1961846.346,,70861.94082,,,627039.1886,,132972.403,,115835.0557,,,1980
63,479361.5543,1401891.668,,,,,662994.4628,,,,,,,1980
64,964751.8315,5617808.107,,,,,611846.7773,,,,203068.1407,,,1980
65,124485.3451,3863641.6,,179726.2247,,,171754.0575,,,,77755.27109,,,1980
66,,1141990.147,,130373.9115,,,286227.3823,,,,154052.5404,,,1980
67,,6060268.518,,370219.8899,,107384.3715,106873.196,,,,23707.36817,,,1980
68,434514.7037,1264003.926,,50746.40481,,,215871.7527,,,,106475.8146,,,1980
69,,969207.4606,,53537.10886,,,237461.5305,,,,67285.9087,,,1980
70,,1981217.481,,,,,,,,11158.41845,26852.41192,,,1980
71,,2902991.342,,,,,,,,,267867.2531,,,1980
72,,1261954.856,,54828.24941,,,,,,,27017.32843,,,1980
73,,648883.0526,,,,,,,,,317837.9991,,,1980
74,,1138821.504,,59462.45931,,,,,,,31589.04746,,,1980
75,,1931683.575,,,,,,,,,,,,1980
76,,1542963.22,,,,,,,,,314171.1293,,,1980
77,,630667.9012,,431460.7732,,,,,,,71141.54581,,,1980
78,,800315.4609,,,,,,,,,,,,1980
79,,1123419.359,,,,,,,,,,,,1980
80,,1626895.754,,229720.0204,,,,,,,384059.1234,,,1980
81,,570054.848,,,,,,,,,274462.4689,,,1980
82,,122241.5283,,,,,,,,,73060.78434,,,1980
83,,340256.2988,,91920.15618,,,,,,,44709.04174,,,1980
84,,761505.4449,,,,,,,,,,,,1980
85,,829363.9064,,,,,,,,,318377.7677,,,1980
86,,580226.3089,,,,,,,,,,,,1980
87,,215419.574,,,,,,,,,,,,1980
88,,,,,,,,,,,206780.346,,,1980
89,,662924.1193,,,,,,,,,,,,1980
90,,1038825.567,,,,,,,,,,,,1980
91,,486056.633,,64488.01852,,,,,,,,,,1980
92,,833566.5964,,,,,,,,,,,,1980
93,,969772.8199,,,,,,,,,,,,1980
94,,264085.533,,,,,,,,284521.3176,,,,1980
95,,917543.0806,,330456.2022,,,,,,125229.7304,,,,1980
96,,471817.5604,,,,,,,,143601.6513,257403.6052,,,1980
97,,605717.6412,,,,,,,,154168.4749,,,,1980
98,,,,,,,,,,158278.5194,,,,1980
99,,122890.7147,,,,,,,,,,,,1980
101,,995424.473,,,,,,,,,,,,1980
102,,,,174677.1912,,,,,,,,,,1980
106,,263341.5649,,,,,,,,,,,,1980
107,,77840.14377,,,,,,,,,,,,1980
108,,278503.8682,,,,,,,,,,,,1980
109,,1098457.798,,,,,,,,,,,,1980
111,,302322.1379,,,,,,,,,,,,1980
117,,,,623565.6658,,,,,,,,,,1980
4,,538.6368918,,,,,,,,,,,,1981
5,,,,,,,445.9524132,,,,,,,1981
6,,,,,,,227216.3655,,,,,,,1981
7,,1900.131635,,,4482.577616,,22578.08627,,,,,,,1981
8,5264.96926,4937.557515,,,860.2638183,,1601023.232,971.0214537,,,,,,1981
9,28335.2222,10833.07898,,,209832.5838,,45194.03444,,4850.287435,,,,,1981
10,26526.75567,,,,207954.8646,,644409.3825,,5917.189729,,,,,1981
11,62958.73489,,,,66939.44455,,21336.39489,11641.42102,7438.098744,,,,6375.062084,1981
12,111501.6686,,,,3929.177342,,58640.6924,,29067.74784,,,,,1981
13,104934.8787,,,,,,,18272.08978,57396.25308,,,4887.579906,58471.82109,1981
14,130030.7966,23606.47038,,,8816.680111,,79758.12233,89268.95787,230722.9686,,,13992.62566,26179.68623,1981
15,312324.0594,67926.11117,,,10573.69692,,67856.13535,295726.7918,303433.1053,,,,23012.17606,1981
16,216594.2722,137210.1763,,,190011.5993,,1237127.559,671977.0388,496168.6067,,,2609.577622,26459.3811,1981
17,288325.4651,276961.5684,,,281863.4376,,149424.6595,1092907.283,579312.9023,,,,58728.58451,1981
18,800722.3402,168579.5216,,,114110.9437,,3597889.592,1231207.487,497603.4271,,16526.12085,6788.673368,195467.4657,1981
19,1195728.663,992030.9704,,,623507.1929,,395017.7833,508789.7213,597015.655,,,103614.4237,127495.2259,1981
20,1844225.4,349635.023,,,874704.712,,3981621.574,116864.4664,424860.4905,,,44074.15358,448449.1453,1981
21,2429609.842,183282.7939,,,1562063.524,,493211.0329,254857.5387,504091.0935,,,95324.2113,615056.4727,1981
22,2816522.961,1927266.48,,,2333846.185,,2028970.146,,360895.8642,,45571.19439,32460.03007,1382615.601,1981
23,4261568.053,112908.5851,,,3588995.742,,326667.4054,170403.7538,392835.2623,,50431.73558,58882.27508,1825748.626,1981
24,5381796.955,253867.7454,,,3751788.873,,997034.7915,573428.0922,905478.3243,,72744.25123,171070.6493,1580039.867,1981
25,5624314.082,1163934.824,,,1867477.358,,458909.2733,1581690.296,2219666.358,,239186.4652,200087.5326,2189760.073,1981
26,6007732.744,204874.4586,,,3225523.508,,530438.2,1660593.487,2855710.943,,139532.07,287790.2226,3177325.986,1981
27,9291025.294,221461.4448,,,3739339.309,,373131.1809,787983.3534,6120928.38,,15186.87488,101999.0099,3733521.941,1981
28,9211876.359,619727.8043,,,3491700.072,,2354542.03,144873.0314,6831968.516,,446922.4419,409439.6777,5787819.612,1981
29,7561264.912,500340.8298,,,3674414.103,,715820.416,,9639965.378,,123725.0038,147980.0087,6161041.469,1981
30,8941087.186,217350.4673,,,2578605.23,,4360309.76,,13782069.18,,316403.9453,439720.1087,7300160.679,1981
31,7570194.894,1034269.965,,21440.81539,1795680.278,,878029.0452,,12199592.28,,825489.497,582005.8336,7300988.596,1981
32,10419571.52,613302.9616,,,1181776.243,,4737021.826,,8912248.133,,195277.0756,342010.4755,6847299.593,1981
33,9311583.236,452817.1665,,,1015145.957,,737363.9256,,8693255.789,,138085.6395,239229.2378,7432583.426,1981
34,6013344.397,4579198.871,,,531117.6241,,3166857.126,,6569121.295,,2098942.948,392624.1817,4945420.714,1981
35,7699508.838,794760.2634,,39167.00276,992556.8611,,706186.4708,,4776876.773,,331425.0741,135071.4888,4684769.181,1981
36,7529608.758,650715.4274,,,1530612.965,,1040158.019,,2002007.9,,276899.7994,223582.1671,3561181.502,1981
37,5099706.05,6632109.425,333937.1203,,1349269.742,,403971.5454,,1696805.043,,2570093.387,175346.1116,2697209.968,1981
38,2904662.287,644710.7699,297067.0234,,1148067.856,,636963.4185,,1083722.159,,347863.1014,279791.2987,1730543.609,1981
39,2791363.274,551658.9683,,,1748444.089,,252199.8355,,655907.6337,,128036.234,336692.7991,1196106.835,1981
40,3470146.253,7497142.542,,15960.34042,972063.8962,,1537359.698,,914775.9286,,2620059.137,352560.8453,820741.8318,1981
41,2371495.996,1032498.076,,,1394925.932,,619201.4182,,158533.6329,,404376.6986,504470.0285,226172.0376,1981
42,4737768.069,636420.9823,,,683074.179,,5125907.853,,800403.2763,,389019.3095,457727.4249,167628.5121,1981
43,3249007.949,9316481.88,,,501211.1684,,928416.0561,,605127.6425,,2381674.216,347642.0709,22921.68253,1981
44,2513236.761,1675406.023,,22997.2308,1292794.304,,7132196.982,,172747.0238,,501102.5862,200770.5527,87189.90389,1981
45,1943674.575,1027731.902,,,,,1366605.919,,171689.2559,,668852.2635,225688.238,51358.36901,1981
46,2545431.052,9683197.971,,,72942.49721,,8104642.239,,435045.7841,,1922919.443,274396.3,61244.69036,1981
47,2173530.791,1643431.744,,63720.86585,,,1372963.158,,74155.20276,,345746.1141,213963.4006,,1981
48,1752325.879,1135128.018,,,,,8840717.355,,260785.3372,,355844.0014,150261.4697,,1981
49,3002331.744,12530703.39,,,,,1147734.23,,79731.17814,,1697204.276,315808.4071,,1981
50,2355526.51,994582.7994,,,,,6322517.678,,155906.6377,,628561.8888,224558.63,,1981
51,1539008.303,1423992.23,,31072.96414,,,1507891.946,,95174.44724,,490235.126,348650.7233,,1981
52,848530,13879034.45,,71688.40771,,,3639579.682,,44579.8552,,2252725.181,219053.0755,,1981
53,1465919.444,1767520.029,,31372.10494,,,1379487.14,,102646.1651,,436919.9114,88566.58984,,1981
54,1076908.637,1131648.941,,32622.01005,,,1961189.161,,81396.49997,,831282.3755,32052.74502,20067.89858,1981
55,1233091.133,15142474.87,,119547.2881,,,1093477.846,,56147.24494,,2175215.66,22354.91976,,1981
56,1622308.364,2069455.078,,,,,2022630.738,,47436.8587,,296396.1771,,,1981
57,1587830.919,2180275.309,,,,,982146.4347,,54032.82751,,742495.4177,30600.95198,,1981
58,1428489.358,10759795.45,,,,,1184087.522,,,,1844063.267,108938.4401,,1981
59,642225.6549,1901081.743,,42699.93438,,,519892.8603,,,,39110.25512,,,1981
60,358200.5645,2493919.041,,380912.75,,,1058271.222,,168036.2304,,366808.0239,,,1981
61,720336.9933,9888361.494,,,,56713.2892,587057.9548,,,,1226246.001,,,1981
62,513566.1252,1412120.622,,34270.91367,,,263202.208,,,,62722.38754,,,1981
63,255512.9659,2598163.769,,,,,329884.0225,,,,415295.4498,,,1981
64,169106.4605,9144820.22,,63904.36227,,,791607.6621,,,39750.29715,2161186.062,,,1981
65,,1306031.196,,,,,188213.0413,,,,492739.3016,,,1981
66,,1858144.868,,,,,249950.3081,,,,548182.9165,,,1981
67,,5222857.632,,111527.4801,,,,,,18708.13529,653955.291,,,1981
68,,1452454.012,,406013.2486,,,93161.65891,,,,63526.7425,,,1981
69,,704977.8354,,143780.3482,,,181344.0384,,,,96131.69229,,,1981
70,,1584142.494,,45321.43271,,,,,,,468956.9445,,,1981
71,,1863626.086,,123105.717,,,,,,,160701.9155,,,1981
72,,842974.6246,,185688.4713,,,,,,,259863.9781,,,1981
73,,2346704.55,,58400.04822,,,,,,,131705.1083,,,1981
74,260953.7995,1035966.666,,,,,,,,,161337.8684,,,1981
75,,1469757.249,,,,,,,,,223815.7993,,,1981
76,,1088944.535,,,,74238.51769,,,,,,,,1981
77,,586534.9196,,,,77328.44452,,,,,419134.3467,,,1981
78,,771709.0074,,157347.4215,,,,,,,37078.68974,,,1981
79,,1585259.302,,,,,,,,30399.46991,412501.4146,,,1981
80,,2312613.387,,328834.2242,,,,,,,468461.3817,,,1981
81,,145110.3159,,,,,,,,,38950.32284,,,1981
82,,804313.6863,,,,,,,,,,,,1981
83,,839129.5334,,,,,,,,,,,,1981
84,,517899.1456,,,,,,,,,,,,1981
85,,105113.9722,,,,,,,,,,,,1981
86,,1709207.267,,,,,,,,,,,,1981
87,,778633.7186,,,,,,,,174829.1153,,,,1981
88,,1182043.373,,,,,,,,,,,,1981
89,,396617.3377,,,,,,,,110756.716,195738.0537,,,1981
90,,323467.3206,,,,,,,,,,,,1981
91,,132566.3757,,,,,,,,125754.8525,,,,1981
92,,195280.2769,,,,,,,,,,,,1981
93,,275125.4355,,,,,,,,134675.9291,,,,1981
94,,1611367.588,,,,,,,,,,,,1981
95,,411896.2101,,,,,,,,144045.6219,,,,1981
96,,804410.5937,,,,,,,,,,,,1981
97,,545383.4991,,423967.8164,,,,,,,,,,1981
98,,852476.4358,,,,,,,,,,,,1981
99,,243254.234,,,,,,,,,,,,1981
100,,2640467.489,,,,,,,,,,,,1981
101,,1017419.617,,,,,,,,,,,,1981
102,,470611.3934,,,,,,,,180526.9823,,,,1981
103,,192134.3363,,,,,,,,,,,,1981
104,,192302.6328,,,,,,,,,,,,1981
105,,197899.5291,,,,,,,,,,,,1981
106,,1076790.626,,,,,,,,,,,,1981
108,,343237.716,,,,,,,,,,,,1981
109,,848082.0441,,,,,,,,,,,,1981
110,,783533.7151,,,,,,,,,,,,1981
112,,240151.5997,,,,,,,,,,,,1981
115,,259961.9949,,,,,,,,,,,,1981
116,,391202.1838,,,,,,,,,,,,1981
125,,,,779345.1015,,,,,,,,,,1981
160,,,,605335.7343,,,,,,,,,,1981
4,,,,,,,673.760872,,,,,,,1982
5,,,,,,,856.2671281,,,,,,,1982
6,,1133.009662,,,5394.455152,,8042.740628,2512.62465,,,,,,1982
7,14113.09975,,,,161772.1248,,10318.84396,6335.781809,,,,1780.388226,,1982
8,41225.54271,,,,1019727.398,,24097.72336,2730.562481,,,,,,1982
9,97252.72985,,,,1125983.015,,6181.150753,4317.800403,,,,1839.087657,,1982
10,361303.9338,,,,731681.1547,,16011.00955,,17746.50224,,,6489.255854,,1982
11,200335.6018,25505.07041,,,683101.7833,,1808.965716,,86580.65243,,,,,1982
12,224822.3011,21780.57774,,,600487.8182,,1038.668359,,99189.23144,,,3299.214533,,1982
13,388454.6928,51328.73415,,,732174.323,,8070.55571,,127356.1837,,,,17574.4747,1982
14,852527.3067,36231.13247,,,631115.9588,,462467.2151,,917471.3517,,,,,1982
15,996907.4288,83297.59699,,,375472.6431,,58168.5502,,3207365.972,,,6151.028232,,1982
16,1544529.669,362322.5893,,,206906.1474,,3603526.313,,6394031.167,,,,9994.095309,1982
17,1011163.739,139800.4526,,,100595.705,,317209.0917,,9125334.785,,23531.80756,41570.39523,25420.53191,1982
18,1961018.168,77391.37009,,24873.54686,182284.8173,,3502253.361,6891.855484,6671245.897,,13006.80528,,34814.9503,1982
19,1555159.275,205349.5995,,,375997.443,,232132.9804,,5113157.966,,,,116074.1604,1982
20,1859358.026,200226.4551,,,921808.1038,,1887331.098,,3390554.915,,,14652.45494,241061.8857,1982
21,2892032.488,257047.069,,,1243813.029,,155297.2658,,2228714.508,,,72233.73717,141284.2242,1982
22,4285107.516,391414.3031,,,2390259.668,,548071.693,,536059.1719,,,72596.61035,388092.309,1982
23,3350165.095,318181.0734,,,4353275.444,,163580.548,,448584.63,,,93896.02055,320636.6262,1982
24,5967957.265,827647.4033,,,6335108.106,,1490354.933,63690.83262,1475678.006,,20416.38721,71400.53712,717911.661,1982
25,6038987.742,1089644.396,,,12388698.19,,240671.7038,49451.25208,2438490.15,,,14309.2344,1313191.757,1982
26,5339253.697,447586.8467,,,15145492.08,22245.79569,3958603.879,,6084054.203,,125113.607,109471.5081,1095409.498,1982
27,5656363.616,455515.2807,,,10279414.48,,596297.7586,,7594567.445,,72608.8141,125604.4579,954024.1507,1982
28,5646293.812,17183390.09,,,9030378.404,,5907579.8,,10108396.54,,87099.63694,151590.9524,3036276.419,1982
29,5681243.809,867106.0281,,,11840881.46,24432.81626,586755.1732,,7726460.07,,150830.2344,262652.6697,4131314.937,1982
30,6232467.873,580022.2692,137225.6088,,18738275.4,,5199509.86,,7202165.879,,207326.6576,244553.5245,6337222.936,1982
31,5940374.78,57692634.66,538947.9702,,14721893.98,,530657.6877,,3641157.163,,335997.2074,224831.8375,7433026.901,1982
32,7834719.498,784928.0784,,,18787581.29,,3633131.491,,3833339.138,,385603.9549,160276.9001,8510024.26,1982
33,6892415.817,866199.0356,2301742.237,,5150359.535,,444618.7731,,3662998.901,,263377.6559,210048.48,8157138.985,1982
34,6433427.337,48979087.34,4386876.43,,5666138.507,,1704529.757,,3364873.316,,1617673.391,296669.8819,6253115.232,1982
35,6642582.861,322705.323,2188983.949,,3371888.657,,245348.9098,,2988601.888,,388253.2114,221722.3059,5286659.235,1982
36,5178706.339,1028420.454,683411.4679,71031.77896,4426406.656,,3280645.648,,2254185,,537492.6146,418124.1959,5255849.885,1982
37,4037685.565,28579159.1,749119.0912,,2802367.052,,580624.3266,,1727121.991,,3176183.905,366316.3644,4592591.596,1982
38,3032133.536,1123115.19,1091862.418,,2481785.783,,7012847.625,,828441.7282,,449115.519,204224.1543,3225828.474,1982
39,2889523.227,387585.9468,1488109.8,,2038455.804,,1132388.656,,1149351.296,,475095.0566,186057.3085,2330082.407,1982
40,2024678.519,22312598.57,647431.6512,,2226335.485,,8711755.287,,423734.8144,,3428109.479,380755.0733,1574009.835,1982
41,3130597.658,1645513.657,1053862.732,25575.00245,1055573.821,,902835.7502,,242661.2747,,343238.1144,385777.7238,1366662.244,1982
42,1248468.67,1325260.408,380377.5727,,659980.9,,7227633.333,,234361.2039,,524494.2734,119586.5525,1291080.738,1982
43,1323425.116,22094777.15,,,332499.6972,,859118.805,,93870.57429,,1732262.153,373032.2993,582357.4297,1982
44,2248704.589,1233404.052,,,381821.0796,,8748944.409,,242388.3613,,277576.5047,211117.7893,442183.1449,1982
45,1307227.723,1889025.443,,,,,1059163.136,,58153.00409,,662335.185,329302.4182,59971.59943,1982
46,912196.8136,14982714.29,,,,,6776308.946,,156131.4043,,539789.2224,222314.865,,1982
47,982522.0984,639982.0212,,,151632.3766,,1032295.999,,773571.6163,,553666.4892,152049.5581,,1982
48,1060252.36,1552157.892,,,,,6954457.889,,269231.6804,,421696.2792,161467.7173,,1982
49,554571.6133,3458025.568,,,,,745495.1164,,101965.4305,,186618.9012,457403.8271,,1982
50,1008101.326,1620695.74,,,,,6753502.464,,267621.8191,,237372.3548,130993.7229,,1982
51,1223377.368,721340.2736,,49961.27075,,,840494.8091,,145280.8772,,190230.3818,86255.07025,,1982
52,1325176.424,4007573.818,,,,,5273697.742,,83160.69822,,320975.3627,185430.2139,,1982
53,889020.4759,1212818.261,,,,,1227441.899,,457800.3098,,404724.8153,33321.03887,,1982
54,451427.1268,1199299.695,,,,,3897248.896,,176775.7025,,68157.88993,104809.2201,,1982
55,275630.5803,4192779.756,,152765.7468,,,1074665.109,,35385.41732,,213627.9601,98353.22027,,1982
