V,Country,Division,Species Name,Metric Tonnes
1999,CANADA MARITIMES - CAN-M,4X,TILEFISH - TIL,1
1999,CANADA MARITIMES - CAN-M,4VN,GREAT BLUE SHARK - BSH,1
1999,CANADA MARITIMES - CAN-M,4W,AMERICAN PLAICE - PLA,1
1999,CANADA MARITIMES - CAN-M,4VN,(NORTHERN) SHORTFIN SQUID - SQI,1
1999,CANADA MARITIMES - CAN-M,4W,ATLANTIC WHITE MARLIN - WHM,1
1999,CANADA MARITIMES - CAN-M,4X,ATLANTIC BLUE MARLIN - BUM,1
1999,CANADA MARITIMES - CAN-M,4VS,AMERICAN ANGLER - ANG,1
1999,CANADA MARITIMES - CAN-M,4W,LARGE SHARKS (NS) - SHX,1
1999,CANADA NEWFOUNDLAND - CAN-N,4VS,SURF CLAM - CLB,17834
1999,CANADA NEWFOUNDLAND - CAN-N,4VS,OCEAN QUAHOG - CLQ,584
1999,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC REDFISHES (NS) - RED,565
1999,CANADA NEWFOUNDLAND - CAN-N,4VS,CLAMS (NS) - CLX,56
1999,CANADA NEWFOUNDLAND - CAN-N,4VS,POLLOCK (SAITHE) - POK,4
1999,CANADA NEWFOUNDLAND - CAN-N,4VS,WITCH FLOUNDER - WIT,3
1999,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC REDFISHES (NS) - RED,3
1999,CANADA NEWFOUNDLAND - CAN-N,4VS,GREENLAND HALIBUT - GHL,2
1999,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,1
1999,CANADA NEWFOUNDLAND - CAN-N,4VS,WHITE HAKE - HKW,1
1999,CANADA QUEBEC - CAN-Q,4VN,ATLANTIC HERRING - HER,41
1999,CANADA QUEBEC - CAN-Q,4VN,ATLANTIC REDFISHES (NS) - RED,14
1999,CANADA QUEBEC - CAN-Q,4VN,ATLANTIC COD - COD,11
1999,CANADA QUEBEC - CAN-Q,4VN,WHITE HAKE - HKW,3
1999,CANADA QUEBEC - CAN-Q,4VN,ATLANTIC HALIBUT - HAL,1
1999,CUBA - CUB,4W,SILVER HAKE - HKS,3853
1999,CUBA - CUB,4W,(NORTHERN) SHORTFIN SQUID - SQI,280
1999,CUBA - CUB,4W,ATLANTIC HERRING - HER,121
1999,CUBA - CUB,4W,RED HAKE - HKR,87
1999,CUBA - CUB,4W,ATLANTIC REDFISHES (NS) - RED,37
1999,CUBA - CUB,4W,AMERICAN PLAICE - PLA,18
1999,CUBA - CUB,4W,PELAGIC FISHES (NS) - PEL,13
1999,CUBA - CUB,4W,ATLANTIC MACKEREL - MAC,12
1999,CUBA - CUB,4W,POLLOCK (SAITHE) - POK,6
1999,CUBA - CUB,4W,HADDOCK - HAD,5
1999,CUBA - CUB,4W,GROUNDFISHES (NS) - GRO,5
1999,CUBA - CUB,4W,ARGENTINES (NS) - ARG,5
1999,CUBA - CUB,4W,FLATFISHES (NS) - FLX,1
1999,RUSSIA - RUS,4X,SILVER HAKE - HKS,41
1999,RUSSIA - RUS,4X,(NORTHERN) SHORTFIN SQUID - SQI,2
1998,CANADA MARITIMES - CAN-M,4X,ATLANTIC HERRING - HER,99176
1998,CANADA MARITIMES - CAN-M,4X,AMERICAN LOBSTER - LBA,15930
1998,CANADA MARITIMES - CAN-M,4X,SEA SCALLOP - SCA,14395
1998,CANADA MARITIMES - CAN-M,4X,POLLOCK (SAITHE) - POK,10789
1998,CANADA MARITIMES - CAN-M,4W,SILVER HAKE - HKS,10068
1998,CANADA MARITIMES - CAN-M,4VS,STIMPSON'S SURF CLAM - CLT,8899
1998,CANADA MARITIMES - CAN-M,4X,ATLANTIC COD - COD,8283
1998,CANADA MARITIMES - CAN-M,4X,HADDOCK - HAD,7888
1998,CANADA MARITIMES - CAN-M,4W,ATLANTIC HERRING - HER,7079
1998,CANADA MARITIMES - CAN-M,4X,ATLANTIC REDFISHES (NS) - RED,5590
1998,CANADA MARITIMES - CAN-M,4X,ATLANTIC MACKEREL - MAC,3741
1998,CANADA MARITIMES - CAN-M,4W,SEA SCALLOP - SCA,2209
1998,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HERRING - HER,2205
1998,CANADA MARITIMES - CAN-M,4X,SEA URCHIN - URC,2094
1998,CANADA MARITIMES - CAN-M,4VS,PINK (=PANDALID) SHRIMPS - PAN,1984
1998,CANADA MARITIMES - CAN-M,4VN,ATLANTIC REDFISHES (NS) - RED,1463
1998,CANADA MARITIMES - CAN-M,4W,PINK (=PANDALID) SHRIMPS - PAN,1462
1998,CANADA MARITIMES - CAN-M,4W,POLLOCK (SAITHE) - POK,1459
1998,CANADA MARITIMES - CAN-M,4X,WHITE HAKE - HKW,1421
1998,CANADA MARITIMES - CAN-M,4X,CUSK (TUSK) - USK,1306
1998,CANADA MARITIMES - CAN-M,4VN,AMERICAN LOBSTER - LBA,1266
1998,CANADA MARITIMES - CAN-M,4X,JONAH CRAB - CRJ,1179
1998,CANADA MARITIMES - CAN-M,4W,QUEEN CRAB - CRQ,1023
1998,CANADA MARITIMES - CAN-M,4X,ALEWIFE - ALE,939
1998,CANADA MARITIMES - CAN-M,4X,SPINY (=PICKED) DOGFISH - DGS,846
1998,CANADA MARITIMES - CAN-M,4VN,QUEEN CRAB - CRQ,807
1998,CANADA MARITIMES - CAN-M,4X,AMERICAN ANGLER - ANG,750
1998,CANADA MARITIMES - CAN-M,4W,AMERICAN LOBSTER - LBA,677
1998,CANADA MARITIMES - CAN-M,4X,FLATFISHES (NS) - FLX,614
1998,CANADA MARITIMES - CAN-M,4W,SEA URCHIN - URC,575
1998,CANADA MARITIMES - CAN-M,4VS,AMERICAN PLAICE - PLA,560
1998,CANADA MARITIMES - CAN-M,4VN,ATLANTIC MACKEREL - MAC,554
1998,CANADA MARITIMES - CAN-M,4VS,ATLANTIC REDFISHES (NS) - RED,532
1998,CANADA MARITIMES - CAN-M,4X,WINTER FLOUNDER - FLW,517
1998,CANADA MARITIMES - CAN-M,4VN,AMERICAN PLAICE - PLA,515
1998,CANADA MARITIMES - CAN-M,4VS,QUEEN CRAB - CRQ,476
1998,CANADA MARITIMES - CAN-M,4VN,PINK (=PANDALID) SHRIMPS - PAN,443
1998,CANADA MARITIMES - CAN-M,4VS,SEA SCALLOP - SCA,422
1998,CANADA MARITIMES - CAN-M,4X,SILVER HAKE - HKS,420
1998,CANADA MARITIMES - CAN-M,4VN,WITCH FLOUNDER - WIT,416
1998,CANADA MARITIMES - CAN-M,4VS,SKATES (NS) - SKA,394
1998,CANADA MARITIMES - CAN-M,4W,SWORDFISH - SWO,392
1998,CANADA MARITIMES - CAN-M,4W,PORBEAGLE - POR,377
1998,CANADA MARITIMES - CAN-M,4X,NORTHERN BLUEFIN TUNA - BFT,334
1998,CANADA MARITIMES - CAN-M,4X,SOFT CLAM - CLS,308
1998,CANADA MARITIMES - CAN-M,4VN,ATLANTIC COD - COD,300
1998,CANADA MARITIMES - CAN-M,4W,ATLANTIC REDFISHES (NS) - RED,297
1998,CANADA MARITIMES - CAN-M,4X,WITCH FLOUNDER - WIT,292
1998,CANADA MARITIMES - CAN-M,4X,WOLFFISHES (CATFISH) (NS) - CAT,281
1998,CANADA MARITIMES - CAN-M,4VS,HARD CLAM - CLH,264
1998,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,243
1998,CANADA MARITIMES - CAN-M,4X,PORBEAGLE - POR,230
1998,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,221
1998,CANADA MARITIMES - CAN-M,4VN,ATLANTIC ROCK CRAB - CRK,219
1998,CANADA MARITIMES - CAN-M,4VS,FLATFISHES (NS) - FLX,201
1998,CANADA MARITIMES - CAN-M,4X,PERIWINKLES (NS) - PER,197
1998,CANADA MARITIMES - CAN-M,4W,WHITE HAKE - HKW,191
1998,CANADA MARITIMES - CAN-M,4VS,POLLOCK (SAITHE) - POK,171
1998,CANADA MARITIMES - CAN-M,4VN,ALEWIFE - ALE,167
1998,CANADA MARITIMES - CAN-M,4W,ATLANTIC COD - COD,164
1998,CANADA MARITIMES - CAN-M,4X,SWORDFISH - SWO,156
1998,CANADA MARITIMES - CAN-M,4VN,POLLOCK (SAITHE) - POK,155
1998,CANADA MARITIMES - CAN-M,4W,CUSK (TUSK) - USK,154
1998,CANADA MARITIMES - CAN-M,4X,MARINE CRABS (NS) - CRA,147
1998,CANADA MARITIMES - CAN-M,4VN,FLATFISHES (NS) - FLX,144
1998,CANADA MARITIMES - CAN-M,4X,ATLANTIC ROCK CRAB - CRK,144
1998,CANADA MARITIMES - CAN-M,4VN,WHITE HAKE - HKW,138
1998,CANADA MARITIMES - CAN-M,4W,HADDOCK - HAD,132
1998,CANADA MARITIMES - CAN-M,4W,SKATES (NS) - SKA,130
1998,CANADA MARITIMES - CAN-M,4W,ATLANTIC MACKEREL - MAC,130
1998,CANADA MARITIMES - CAN-M,4W,SOFT CLAM - CLS,122
1998,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,115
1998,CANADA MARITIMES - CAN-M,4VS,SWORDFISH - SWO,115
1998,CANADA MARITIMES - CAN-M,4X,AMERICAN PLAICE - PLA,112
1998,CANADA MARITIMES - CAN-M,4VS,ATLANTIC COD - COD,110
1998,CANADA MARITIMES - CAN-M,4VS,WHITE HAKE - HKW,105
1998,CANADA MARITIMES - CAN-M,4W,NORTHERN BLUEFIN TUNA - BFT,104
1998,CANADA MARITIMES - CAN-M,4X,AMERICAN EEL - ELA,68
1998,CANADA MARITIMES - CAN-M,4W,AMERICAN ANGLER - ANG,67
1998,CANADA MARITIMES - CAN-M,4X,BIGEYE TUNA - BET,61
1998,CANADA MARITIMES - CAN-M,4W,ATLANTIC ROCK CRAB - CRK,58
1998,CANADA MARITIMES - CAN-M,4X,OCEAN QUAHOG - CLQ,57
1998,CANADA MARITIMES - CAN-M,4X,ATLANTIC HAGEFISH - MYG,55
1998,CANADA MARITIMES - CAN-M,4VN,SEA URCHIN - URC,54
1998,CANADA MARITIMES - CAN-M,4X,QUEEN CRAB - CRQ,54
1998,CANADA MARITIMES - CAN-M,4X,SKATES (NS) - SKA,44
1998,CANADA MARITIMES - CAN-M,4VS,MARINE MOLLUSCS (NS) - MOL,43
1998,CANADA MARITIMES - CAN-M,4X,YELLOWFIN TUNA - YFT,41
1998,CANADA MARITIMES - CAN-M,4X,YELLOWTAIL FLOUNDER - YEL,41
1998,CANADA MARITIMES - CAN-M,4X,LARGE SHARKS (NS) - SHX,38
1998,CANADA MARITIMES - CAN-M,4W,BIGEYE TUNA - BET,37
1998,CANADA MARITIMES - CAN-M,4VS,WITCH FLOUNDER - WIT,34
1998,CANADA MARITIMES - CAN-M,4X,AMERICAN SHAD - SHA,33
1998,CANADA MARITIMES - CAN-M,4VS,YELLOWTAIL FLOUNDER - YEL,32
1998,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,32
1998,CANADA MARITIMES - CAN-M,4VS,CUSK (TUSK) - USK,32
1998,CANADA MARITIMES - CAN-M,4X,GROUNDFISHES (NS) - GRO,26
1998,CANADA MARITIMES - CAN-M,4X,PINK (=PANDALID) SHRIMPS - PAN,26
1998,CANADA MARITIMES - CAN-M,4W,ALEWIFE - ALE,26
1998,CANADA MARITIMES - CAN-M,4VN,GREENLAND HALIBUT - GHL,24
1998,CANADA MARITIMES - CAN-M,4VN,CAPELIN - CAP,23
1998,CANADA MARITIMES - CAN-M,4W,LARGE SHARKS (NS) - SHX,23
1998,CANADA MARITIMES - CAN-M,4W,SPINY (=PICKED) DOGFISH - DGS,22
1998,CANADA MARITIMES - CAN-M,4X,SCULPINS (NS) - SCU,21
1998,CANADA MARITIMES - CAN-M,4VS,HADDOCK - HAD,16
1998,CANADA MARITIMES - CAN-M,4VN,AMERICAN EEL - ELA,15
1998,CANADA MARITIMES - CAN-M,4W,AMERICAN EEL - ELA,12
1998,CANADA MARITIMES - CAN-M,4VS,BIGEYE TUNA - BET,11
1998,CANADA MARITIMES - CAN-M,4X,PELAGIC FISHES (NS) - PEL,11
1998,CANADA MARITIMES - CAN-M,4VS,PORBEAGLE - POR,11
1998,CANADA MARITIMES - CAN-M,4VN,PORBEAGLE - POR,10
1998,CANADA MARITIMES - CAN-M,4VS,SEA URCHIN - URC,10
1998,CANADA MARITIMES - CAN-M,4VN,GROUNDFISHES (NS) - GRO,9
1998,CANADA MARITIMES - CAN-M,4X,ALBACORE TUNA - ALB,9
1998,CANADA MARITIMES - CAN-M,4W,YELLOWFIN TUNA - YFT,9
1998,CANADA MARITIMES - CAN-M,4VN,SEA SCALLOP - SCA,8
1998,CANADA MARITIMES - CAN-M,4W,GREENLAND HALIBUT - GHL,8
1998,CANADA MARITIMES - CAN-M,4W,ALBACORE TUNA - ALB,7
1998,CANADA MARITIMES - CAN-M,4VS,GROUNDFISHES (NS) - GRO,7
1998,CANADA MARITIMES - CAN-M,4W,RED HAKE - HKR,6
1998,CANADA MARITIMES - CAN-M,4W,GROUNDFISHES (NS) - GRO,5
1998,CANADA MARITIMES - CAN-M,4W,STIMPSON'S SURF CLAM - CLT,5
1998,CANADA MARITIMES - CAN-M,4W,WOLFFISHES (CATFISH) (NS) - CAT,5
1998,CANADA MARITIMES - CAN-M,4VN,WOLFFISHES (CATFISH) (NS) - CAT,5
1998,CANADA MARITIMES - CAN-M,4X,STURGEONS (NS) - STU,4
1998,CANADA MARITIMES - CAN-M,4X,STONE KING CRAB - KCT,4
1998,CANADA MARITIMES - CAN-M,4X,RAINBOW SMELT - SMR,4
1998,CANADA MARITIMES - CAN-M,4W,ATLANTIC WHITE MARLIN - WHM,3
1998,CANADA MARITIMES - CAN-M,4X,ATLANTIC WHITE MARLIN - WHM,3
1998,CANADA MARITIMES - CAN-M,4VS,LARGE SHARKS (NS) - SHX,3
1998,CANADA MARITIMES - CAN-M,4VS,GREENLAND HALIBUT - GHL,3
1998,CANADA MARITIMES - CAN-M,4VS,ALBACORE TUNA - ALB,3
1998,CANADA MARITIMES - CAN-M,4VN,RAINBOW SMELT - SMR,3
1998,CANADA MARITIMES - CAN-M,4W,RED CRAB - CRR,3
1998,CANADA MARITIMES - CAN-M,4W,RAINBOW SMELT - SMR,3
1998,CANADA MARITIMES - CAN-M,4VS,ATLANTIC ROCK CRAB - CRK,2
1998,CANADA MARITIMES - CAN-M,4VS,WOLFFISHES (CATFISH) (NS) - CAT,2
1998,CANADA MARITIMES - CAN-M,4W,FLATFISHES (NS) - FLX,2
1998,CANADA MARITIMES - CAN-M,4VN,WINTER FLOUNDER - FLW,2
1998,CANADA MARITIMES - CAN-M,4VN,SOFT CLAM - CLS,2
1998,CANADA MARITIMES - CAN-M,4W,WITCH FLOUNDER - WIT,2
1998,CANADA MARITIMES - CAN-M,4VS,AMERICAN ANGLER - ANG,2
1998,CANADA MARITIMES - CAN-M,4W,PELAGIC FISHES (NS) - PEL,2
1998,CANADA MARITIMES - CAN-M,4VN,HADDOCK - HAD,2
1998,CANADA MARITIMES - CAN-M,4VS,YELLOWFIN TUNA - YFT,2
1998,CANADA MARITIMES - CAN-M,4X,TILEFISH - TIL,1
1998,CANADA MARITIMES - CAN-M,4VN,MARINE CRABS (NS) - CRA,1
1998,CANADA MARITIMES - CAN-M,4VN,AMERICAN ANGLER - ANG,1
1998,CANADA MARITIMES - CAN-M,4X,GREENLAND HALIBUT - GHL,1
1998,CANADA MARITIMES - CAN-M,4W,AMERICAN PLAICE - PLA,1
1998,CANADA MARITIMES - CAN-M,4VS,SILVER HAKE - HKS,1
1998,CANADA MARITIMES - CAN-M,4VS,OCEAN QUAHOG - CLQ,1
1998,CANADA MARITIMES - CAN-M,4VS,ATLANTIC MACKEREL - MAC,1
1998,CANADA MARITIMES - CAN-M,4VS,ATLANTIC WHITE MARLIN - WHM,1
1998,CANADA MARITIMES - CAN-M,4VS,SPINY (=PICKED) DOGFISH - DGS,1
1998,CANADA MARITIMES - CAN-M,4VN,SPINY (=PICKED) DOGFISH - DGS,1
1998,CANADA MARITIMES - CAN-M,4W,JONAH CRAB - CRJ,1
1998,CANADA NEWFOUNDLAND - CAN-N,4VS,SURF CLAM - CLB,16479
1998,CANADA NEWFOUNDLAND - CAN-N,4VS,OCEAN QUAHOG - CLQ,79
1998,CANADA QUEBEC - CAN-Q,4VN,ATLANTIC REDFISHES (NS) - RED,49
1998,CUBA - CUB,4W,SILVER HAKE - HKS,6274
1998,CUBA - CUB,4W,(NORTHERN) SHORTFIN SQUID - SQI,1084
1998,CUBA - CUB,4W,ATLANTIC HERRING - HER,134
1998,CUBA - CUB,4W,RED HAKE - HKR,118
1998,CUBA - CUB,4W,AMERICAN PLAICE - PLA,49
1998,CUBA - CUB,4W,AMERICAN ANGLER - ANG,18
1998,CUBA - CUB,4W,HADDOCK - HAD,12
1998,CUBA - CUB,4W,ATLANTIC REDFISHES (NS) - RED,12
1998,CUBA - CUB,4W,POLLOCK (SAITHE) - POK,8
1998,CUBA - CUB,4W,ATLANTIC MACKEREL - MAC,6
1998,CUBA - CUB,4W,ARGENTINES (NS) - ARG,4
1998,CUBA - CUB,4X,SILVER HAKE - HKS,3
1998,CUBA - CUB,4VS,SILVER HAKE - HKS,3
1998,CUBA - CUB,4W,SKATES (NS) - SKA,1
1998,CUBA - CUB,4W,GROUNDFISHES (NS) - GRO,1
1998,RUSSIA - RUS,4W,SILVER HAKE - HKS,163
1998,RUSSIA - RUS,4W,(NORTHERN) SHORTFIN SQUID - SQI,29
1998,RUSSIA - RUS,4W,ATLANTIC HERRING - HER,5
1998,RUSSIA - RUS,4W,FINFISHES (NS) - FIN,5
1998,RUSSIA - RUS,4W,RED HAKE - HKR,3
1998,RUSSIA - RUS,4W,WITCH FLOUNDER - WIT,1
1998,RUSSIA - RUS,4W,ATLANTIC MACKEREL - MAC,1
1998,RUSSIA - RUS,4W,HADDOCK - HAD,1
1998,RUSSIA - RUS,4W,POLLOCK (SAITHE) - POK,1
1997,CANADA MARITIMES - CAN-M,4X,ATLANTIC HERRING - HER,76452
1997,CANADA MARITIMES - CAN-M,4W,ATLANTIC HERRING - HER,21817
1997,CANADA MARITIMES - CAN-M,4X,AMERICAN LOBSTER - LBA,16125
1997,CANADA MARITIMES - CAN-M,4X,ATLANTIC COD - COD,11544
1997,CANADA MARITIMES - CAN-M,4X,SEA SCALLOP - SCA,11192
1997,CANADA MARITIMES - CAN-M,4X,POLLOCK (SAITHE) - POK,9701
1997,CANADA MARITIMES - CAN-M,4VS,STIMPSON'S SURF CLAM - CLT,7913
1997,CANADA MARITIMES - CAN-M,4X,HADDOCK - HAD,6528
1997,CANADA MARITIMES - CAN-M,4X,ATLANTIC REDFISHES (NS) - RED,5447
1997,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HERRING - HER,4325
1997,CANADA MARITIMES - CAN-M,4W,SILVER HAKE - HKS,3997
1997,CANADA MARITIMES - CAN-M,4X,ATLANTIC MACKEREL - MAC,3205
1997,CANADA MARITIMES - CAN-M,4X,WHITE HAKE - HKW,2693
1997,CANADA MARITIMES - CAN-M,4VS,PINK (=PANDALID) SHRIMPS - PAN,2319
1997,CANADA MARITIMES - CAN-M,4VS,ATLANTIC REDFISHES (NS) - RED,1898
1997,CANADA MARITIMES - CAN-M,4X,SEA URCHIN - URC,1853
1997,CANADA MARITIMES - CAN-M,4VN,ATLANTIC REDFISHES (NS) - RED,1680
1997,CANADA MARITIMES - CAN-M,4X,CUSK (TUSK) - USK,1476
1997,CANADA MARITIMES - CAN-M,4W,SEA SCALLOP - SCA,1454
1997,CANADA MARITIMES - CAN-M,4VN,AMERICAN LOBSTER - LBA,1293
1997,CANADA MARITIMES - CAN-M,4X,AMERICAN ANGLER - ANG,1247
1997,CANADA MARITIMES - CAN-M,4X,ALEWIFE - ALE,1045
1997,CANADA MARITIMES - CAN-M,4W,PINK (=PANDALID) SHRIMPS - PAN,986
1997,CANADA MARITIMES - CAN-M,4X,JONAH CRAB - CRJ,927
1997,CANADA MARITIMES - CAN-M,4VS,SKATES (NS) - SKA,911
1997,CANADA MARITIMES - CAN-M,4W,ATLANTIC REDFISHES (NS) - RED,855
1997,CANADA MARITIMES - CAN-M,4W,POLLOCK (SAITHE) - POK,850
1997,CANADA MARITIMES - CAN-M,4VN,ATLANTIC MACKEREL - MAC,835
1997,CANADA MARITIMES - CAN-M,4X,WINTER FLOUNDER - FLW,780
1997,CANADA MARITIMES - CAN-M,4W,QUEEN CRAB - CRQ,704
1997,CANADA MARITIMES - CAN-M,4W,SEA URCHIN - URC,682
1997,CANADA MARITIMES - CAN-M,4VN,QUEEN CRAB - CRQ,637
1997,CANADA MARITIMES - CAN-M,4W,ATLANTIC MACKEREL - MAC,625
1997,CANADA MARITIMES - CAN-M,4W,PORBEAGLE - POR,575
1997,CANADA MARITIMES - CAN-M,4X,FLATFISHES (NS) - FLX,571
1997,CANADA MARITIMES - CAN-M,4X,WOLFFISHES (CATFISH) (NS) - CAT,566
1997,CANADA MARITIMES - CAN-M,4W,AMERICAN LOBSTER - LBA,548
1997,CANADA MARITIMES - CAN-M,4VN,AMERICAN PLAICE - PLA,524
1997,CANADA MARITIMES - CAN-M,4VS,FLATFISHES (NS) - FLX,496
1997,CANADA MARITIMES - CAN-M,4VN,PINK (=PANDALID) SHRIMPS - PAN,468
1997,CANADA MARITIMES - CAN-M,4X,SOFT CLAM - CLS,447
1997,CANADA MARITIMES - CAN-M,4X,WITCH FLOUNDER - WIT,415
1997,CANADA MARITIMES - CAN-M,4W,SWORDFISH - SWO,415
1997,CANADA MARITIMES - CAN-M,4VS,AMERICAN PLAICE - PLA,405
1997,CANADA MARITIMES - CAN-M,4VS,QUEEN CRAB - CRQ,341
1997,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,332
1997,CANADA MARITIMES - CAN-M,4VN,WITCH FLOUNDER - WIT,292
1997,CANADA MARITIMES - CAN-M,4X,PORBEAGLE - POR,274
1997,CANADA MARITIMES - CAN-M,4X,NORTHERN BLUEFIN TUNA - BFT,272
1997,CANADA MARITIMES - CAN-M,4W,WHITE HAKE - HKW,252
1997,CANADA MARITIMES - CAN-M,4X,SPINY (=PICKED) DOGFISH - DGS,241
1997,CANADA MARITIMES - CAN-M,4X,PERIWINKLES (NS) - PER,232
1997,CANADA MARITIMES - CAN-M,4VN,ALEWIFE - ALE,228
1997,CANADA MARITIMES - CAN-M,4W,ATLANTIC COD - COD,217
1997,CANADA MARITIMES - CAN-M,4X,SILVER HAKE - HKS,212
1997,CANADA MARITIMES - CAN-M,4X,SWORDFISH - SWO,203
1997,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,189
1997,CANADA MARITIMES - CAN-M,4VN,FLATFISHES (NS) - FLX,174
1997,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,171
1997,CANADA MARITIMES - CAN-M,4W,RED CRAB - CRR,154
1997,CANADA MARITIMES - CAN-M,4X,ATLANTIC ROCK CRAB - CRK,152
1997,CANADA MARITIMES - CAN-M,4X,AMERICAN PLAICE - PLA,148
1997,CANADA MARITIMES - CAN-M,4W,CUSK (TUSK) - USK,145
1997,CANADA MARITIMES - CAN-M,4VN,WHITE HAKE - HKW,141
1997,CANADA MARITIMES - CAN-M,4W,SKATES (NS) - SKA,136
1997,CANADA MARITIMES - CAN-M,4VS,POLLOCK (SAITHE) - POK,134
1997,CANADA MARITIMES - CAN-M,4VS,HARD CLAM - CLH,128
1997,CANADA MARITIMES - CAN-M,4VN,ATLANTIC ROCK CRAB - CRK,123
1997,CANADA MARITIMES - CAN-M,4VN,ATLANTIC COD - COD,118
1997,CANADA MARITIMES - CAN-M,4W,AMERICAN ANGLER - ANG,112
1997,CANADA MARITIMES - CAN-M,4VS,ATLANTIC COD - COD,110
1997,CANADA MARITIMES - CAN-M,4X,AMERICAN SHAD - SHA,108
1997,CANADA MARITIMES - CAN-M,4W,SOFT CLAM - CLS,99
1997,CANADA MARITIMES - CAN-M,4W,BIGEYE TUNA - BET,95
1997,CANADA MARITIMES - CAN-M,4W,NORTHERN BLUEFIN TUNA - BFT,87
1997,CANADA MARITIMES - CAN-M,4W,HADDOCK - HAD,85
1997,CANADA MARITIMES - CAN-M,4VS,WHITE HAKE - HKW,77
1997,CANADA MARITIMES - CAN-M,4VS,YELLOWTAIL FLOUNDER - YEL,76
1997,CANADA MARITIMES - CAN-M,4VN,SEA URCHIN - URC,76
1997,CANADA MARITIMES - CAN-M,4X,SKATES (NS) - SKA,71
1997,CANADA MARITIMES - CAN-M,4X,ROUNDNOSE GRENADIER - RNG,65
1997,CANADA MARITIMES - CAN-M,4VS,SWORDFISH - SWO,58
1997,CANADA MARITIMES - CAN-M,4VS,WITCH FLOUNDER - WIT,57
1997,CANADA MARITIMES - CAN-M,4X,BIGEYE TUNA - BET,57
1997,CANADA MARITIMES - CAN-M,4X,AMERICAN EEL - ELA,57
1997,CANADA MARITIMES - CAN-M,4X,LARGE SHARKS (NS) - SHX,49
1997,CANADA MARITIMES - CAN-M,4W,ATLANTIC ROCK CRAB - CRK,48
1997,CANADA MARITIMES - CAN-M,4X,RED CRAB - CRR,47
1997,CANADA MARITIMES - CAN-M,4W,YELLOWFIN TUNA - YFT,45
1997,CANADA MARITIMES - CAN-M,4X,MARINE CRABS (NS) - CRA,41
1997,CANADA MARITIMES - CAN-M,4VN,PERIWINKLES (NS) - PER,41
1997,CANADA MARITIMES - CAN-M,4W,LARGE SHARKS (NS) - SHX,40
1997,CANADA MARITIMES - CAN-M,4W,ALEWIFE - ALE,40
1997,CANADA MARITIMES - CAN-M,4X,YELLOWFIN TUNA - YFT,36
1997,CANADA MARITIMES - CAN-M,4X,YELLOWTAIL FLOUNDER - YEL,36
1997,CANADA MARITIMES - CAN-M,4VN,PORBEAGLE - POR,32
1997,CANADA MARITIMES - CAN-M,4W,SPINY (=PICKED) DOGFISH - DGS,32
1997,CANADA MARITIMES - CAN-M,4W,PELAGIC FISHES (NS) - PEL,30
1997,CANADA MARITIMES - CAN-M,4VS,CUSK (TUSK) - USK,28
1997,CANADA MARITIMES - CAN-M,4X,GROUNDFISHES (NS) - GRO,26
1997,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,24
1997,CANADA MARITIMES - CAN-M,4X,PELAGIC FISHES (NS) - PEL,24
1997,CANADA MARITIMES - CAN-M,4VS,HADDOCK - HAD,24
1997,CANADA MARITIMES - CAN-M,4X,SCULPINS (NS) - SCU,18
1997,CANADA MARITIMES - CAN-M,4VS,PORBEAGLE - POR,17
1997,CANADA MARITIMES - CAN-M,4W,(NORTHERN) SHORTFIN SQUID - SQI,15
1997,CANADA MARITIMES - CAN-M,4VN,GREENLAND HALIBUT - GHL,15
1997,CANADA MARITIMES - CAN-M,4X,ATLANTIC HAGEFISH - MYG,15
1997,CANADA MARITIMES - CAN-M,4W,AMERICAN EEL - ELA,14
1997,CANADA MARITIMES - CAN-M,4VN,AMERICAN EEL - ELA,13
1997,CANADA MARITIMES - CAN-M,4W,ALBACORE TUNA - ALB,13
1997,CANADA MARITIMES - CAN-M,4X,ALBACORE TUNA - ALB,13
1997,CANADA MARITIMES - CAN-M,4W,WITCH FLOUNDER - WIT,12
1997,CANADA MARITIMES - CAN-M,4X,PINK (=PANDALID) SHRIMPS - PAN,12
1997,CANADA MARITIMES - CAN-M,4VN,SEA SCALLOP - SCA,12
1997,CANADA MARITIMES - CAN-M,4W,WOLFFISHES (CATFISH) (NS) - CAT,11
1997,CANADA MARITIMES - CAN-M,4W,GREENLAND HALIBUT - GHL,8
1997,CANADA MARITIMES - CAN-M,4W,STIMPSON'S SURF CLAM - CLT,7
